Pokedex Number,Pokemon Name,Alternate Form Name,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count
762,Steenee,NULL,NULL,0.7,8.2,Grass,NULL,0.0,100.0,50,Sun,52,40,48,40,48,62,290,0,0,0,0,0,2,2,120,Medium Slow,1059860,Grass,NULL,20
763,Tsareena,NULL,NULL,1.2,21.4,Grass,NULL,0.0,100.0,50,Sun,72,120,98,50,98,72,510,0,3,0,0,0,0,3,45,Medium Slow,1059860,Grass,NULL,20
764,Comfey,NULL,NULL,0.1,0.3,Fairy,NULL,25.0,75.0,50,Sun,51,52,90,82,110,100,485,0,0,0,0,2,0,2,60,Fast,800000,Grass,NULL,20
765,Oranguru,NULL,NULL,1.5,76.0,Normal,Psychic,50.0,50.0,50,Sun,90,60,80,90,110,60,490,0,0,0,0,2,0,2,45,Slow,1250000,Field,NULL,20
766,Passimian,NULL,NULL,2.0,82.8,Fighting,NULL,50.0,50.0,50,Sun,100,120,90,40,60,80,490,0,2,0,0,0,0,2,45,Slow,1250000,Field,NULL,20
767,Wimpod,NULL,NULL,0.5,12.0,Bug,Water,50.0,50.0,50,Sun,25,35,40,20,30,80,230,0,0,0,0,0,1,1,90,Medium Fast,1000000,Bug,Water 3,20
768,Golisopod,NULL,NULL,2.0,108.0,Bug,Water,50.0,50.0,50,Sun,75,125,140,60,90,40,530,0,0,2,0,0,0,2,45,Medium Fast,1000000,Bug,Water 3,20
769,Sandygast,NULL,NULL,0.5,70.0,Ghost,Ground,50.0,50.0,50,Sun,55,55,80,70,45,15,320,0,0,1,0,0,0,1,140,Medium Fast,1000000,Amorphous,NULL,15
770,Palossand,NULL,NULL,1.3,250.0,Ghost,Ground,50.0,50.0,50,Sun,85,75,110,100,75,35,480,0,0,2,0,0,0,2,60,Medium Fast,1000000,Amorphous,NULL,15
771,Pyukumuku,NULL,NULL,0.3,1.2,Water,NULL,50.0,50.0,50,Sun,55,60,130,30,130,5,410,0,0,0,0,2,0,2,60,Fast,800000,Water 1,NULL,15
772,Type: Null,NULL,Sub-Legendary,1.9,120.5,Normal,NULL,0.0,0.0,0,Sun,95,95,95,95,95,59,534,2,0,0,0,0,0,2,3,Slow,1250000,No Eggs Discovered,NULL,120
773,Silvally,NULL,Sub-Legendary,2.3,100.5,Normal,NULL,0.0,0.0,0,Sun,95,95,95,95,95,95,570,3,0,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
774,Minior,NULL,NULL,0.3,40.0,Rock,Flying,0.0,0.0,70,Sun,60,60,100,60,100,60,440,0,0,1,0,1,0,2,30,Medium Slow,1059860,Mineral,NULL,25
774,Minior,Red Core,NULL,0.3,0.3,Rock,Flying,0.0,0.0,70,Sun,60,100,60,100,60,120,500,0,1,0,1,0,0,2,30,Medium Slow,1059860,Mineral,NULL,25
774,Minior,Orange Core,NULL,0.3,0.3,Rock,Flying,0.0,0.0,70,Sun,60,100,60,100,60,120,500,0,1,0,1,0,0,2,30,Medium Slow,1059860,Mineral,NULL,25
774,Minior,Yellow Core,NULL,0.3,0.3,Rock,Flying,0.0,0.0,70,Sun,60,100,60,100,60,120,500,0,1,0,1,0,0,2,30,Medium Slow,1059860,Mineral,NULL,25
774,Minior,Green Core,NULL,0.3,0.3,Rock,Flying,0.0,0.0,70,Sun,60,100,60,100,60,120,500,0,1,0,1,0,0,2,30,Medium Slow,1059860,Mineral,NULL,25
774,Minior,Blue Core,NULL,0.3,0.3,Rock,Flying,0.0,0.0,70,Sun,60,100,60,100,60,120,500,0,1,0,1,0,0,2,30,Medium Slow,1059860,Mineral,NULL,25
774,Minior,Indigo Core,NULL,0.3,0.3,Rock,Flying,0.0,0.0,70,Sun,60,100,60,100,60,120,500,0,1,0,1,0,0,2,30,Medium Slow,1059860,Mineral,NULL,25
774,Minior,Violet Core,NULL,0.3,0.3,Rock,Flying,0.0,0.0,70,Sun,60,100,60,100,60,120,500,0,1,0,1,0,0,2,30,Medium Slow,1059860,Mineral,NULL,25
775,Komala,NULL,NULL,0.4,19.9,Normal,NULL,50.0,50.0,50,Sun,65,115,65,75,95,65,480,0,2,0,0,0,0,2,45,Slow,1250000,Field,NULL,20
776,Turtonator,NULL,NULL,2.0,212.0,Fire,Dragon,50.0,50.0,50,Sun,60,78,135,91,85,36,485,0,0,2,0,0,0,2,70,Medium Fast,1000000,Monster,Dragon,20
777,Togedemaru,NULL,NULL,0.3,3.3,Electric,Steel,50.0,50.0,50,Sun,65,98,63,40,73,96,435,0,2,0,0,0,0,2,180,Medium Fast,1000000,Field,Fairy,10
778,Mimikyu,NULL,NULL,0.2,0.7,Ghost,Fairy,50.0,50.0,50,Sun,55,90,80,50,105,96,476,0,0,0,0,2,0,2,45,Medium Fast,1000000,Amorphous,NULL,20
779,Bruxish,NULL,NULL,0.9,19.0,Water,Psychic,50.0,50.0,50,Sun,68,105,70,70,70,92,475,0,2,0,0,0,0,2,80,Medium Fast,1000000,Water 2,NULL,15
780,Drampa,NULL,NULL,3.0,185.0,Normal,Dragon,50.0,50.0,50,Sun,78,60,85,135,91,36,485,0,0,0,2,0,0,2,70,Medium Fast,1000000,Monster,Dragon,20
781,Dhelmise,NULL,NULL,3.9,210.0,Ghost,Grass,0.0,0.0,50,Sun,70,131,100,86,90,40,517,0,2,0,0,0,0,2,25,Medium Fast,1000000,Mineral,NULL,25
782,Jangmo-o,NULL,NULL,0.6,29.7,Dragon,NULL,50.0,50.0,50,Sun,45,55,65,45,45,45,300,0,0,1,0,0,0,1,45,Slow,1250000,Dragon,NULL,40
783,Hakamo-o,NULL,NULL,1.2,47.0,Dragon,Fighting,50.0,50.0,50,Sun,55,75,90,65,70,65,420,0,0,2,0,0,0,2,45,Slow,1250000,Dragon,NULL,40
784,Kommo-o,NULL,NULL,1.6,78.2,Dragon,Fighting,50.0,50.0,50,Sun,75,110,125,100,105,85,600,0,0,3,0,0,0,3,45,Slow,1250000,Dragon,NULL,40
785,Tapu Koko,NULL,Sub-Legendary,1.8,20.5,Electric,Fairy,0.0,0.0,50,Sun,70,115,85,95,75,130,570,0,0,0,0,0,3,3,3,Slow,1250000,No Eggs Discovered,NULL,15
786,Tapu Lele,NULL,Sub-Legendary,1.2,18.6,Psychic,Fairy,0.0,0.0,50,Sun,70,85,75,130,115,95,570,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,15
787,Tapu Bulu,NULL,Sub-Legendary,1.9,45.5,Grass,Fairy,0.0,0.0,50,Sun,70,130,115,85,95,75,570,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,15
788,Tapu Fini,NULL,Sub-Legendary,1.3,21.2,Water,Fairy,0.0,0.0,50,Sun,70,75,115,95,130,85,570,0,0,0,0,3,0,3,3,Slow,1250000,No Eggs Discovered,NULL,15
789,Cosmog,NULL,Legendary,0.2,0.1,Psychic,NULL,0.0,0.0,0,Sun,43,29,31,29,31,37,200,1,0,0,0,0,0,1,45,Slow,1250000,No Eggs Discovered,NULL,120
790,Cosmoem,NULL,Legendary,0.1,999.9,Psychic,NULL,0.0,0.0,0,Sun,43,29,131,29,131,37,400,0,0,1,0,1,0,2,45,Slow,1250000,No Eggs Discovered,NULL,120
791,Solgaleo,NULL,Legendary,3.4,230.0,Psychic,Steel,0.0,0.0,0,Sun,137,137,107,113,89,97,680,0,3,0,0,0,0,3,45,Slow,1250000,No Eggs Discovered,NULL,120
791,Solgaleo,NULL,Legendary,3.4,230.0,Psychic,Steel,0.0,0.0,0,Sun,137,137,107,113,89,97,680,0,3,0,0,0,0,3,45,Slow,1250000,No Eggs Discovered,NULL,120
791,Solgaleo,NULL,Legendary,3.4,230.0,Psychic,Steel,0.0,0.0,0,Sun,137,137,107,113,89,97,680,0,3,0,0,0,0,3,45,Slow,1250000,No Eggs Discovered,NULL,120
792,Lunala,NULL,Legendary,4.0,120.0,Psychic,Ghost,0.0,0.0,0,Sun,137,113,89,137,107,97,680,0,0,0,3,0,0,3,45,Slow,1250000,No Eggs Discovered,NULL,120
792,Lunala,NULL,Legendary,4.0,120.0,Psychic,Ghost,0.0,0.0,0,Sun,137,113,89,137,107,97,680,0,0,0,3,0,0,3,45,Slow,1250000,No Eggs Discovered,NULL,120
792,Lunala,NULL,Legendary,4.0,120.0,Psychic,Ghost,0.0,0.0,0,Sun,137,113,89,137,107,97,680,0,0,0,3,0,0,3,45,Slow,1250000,No Eggs Discovered,NULL,120
793,Nihilego,NULL,Sub-Legendary,1.2,55.5,Rock,Poison,0.0,0.0,0,Sun,109,53,47,127,131,103,570,0,0,0,0,3,0,3,45,Slow,1250000,No Eggs Discovered,NULL,120
794,Buzzwole,NULL,Sub-Legendary,2.4,333.6,Bug,Fighting,0.0,0.0,0,Sun,107,139,139,53,53,79,570,0,1,2,0,0,0,3,45,Slow,1250000,No Eggs Discovered,NULL,120
795,Pheromosa,NULL,Sub-Legendary,1.8,25.0,Bug,Fighting,0.0,0.0,0,Sun,71,137,37,137,37,151,570,0,0,0,0,0,3,3,45,Slow,1250000,No Eggs Discovered,NULL,120
796,Xurkitree,NULL,Sub-Legendary,3.8,100.0,Electric,NULL,0.0,0.0,0,Sun,83,89,71,173,71,83,570,0,0,0,3,0,0,3,45,Slow,1250000,No Eggs Discovered,NULL,120
797,Celesteela,NULL,Sub-Legendary,9.2,999.9,Steel,Flying,0.0,0.0,0,Sun,97,101,103,107,101,61,570,0,1,1,1,0,0,3,45,Slow,1250000,No Eggs Discovered,NULL,120
798,Kartana,NULL,Sub-Legendary,0.3,0.1,Grass,Steel,0.0,0.0,0,Sun,59,181,131,59,31,109,570,0,3,0,0,0,0,3,45,Slow,1250000,No Eggs Discovered,NULL,120
799,Guzzlord,NULL,Sub-Legendary,5.5,888.0,Dark,Dragon,0.0,0.0,0,Sun,223,101,53,97,53,43,570,3,0,0,0,0,0,3,45,Slow,1250000,No Eggs Discovered,NULL,120
800,Necrozma,Dusk Mane,Legendary,3.8,460.0,Psychic,Steel,0.0,0.0,0,Ultra Sun,97,157,127,113,109,77,680,0,3,0,0,0,0,3,255,Slow,1250000,No Eggs Discovered,NULL,120
800,Necrozma,Dawn Wings,Legendary,4.2,350.0,Psychic,Ghost,0.0,0.0,0,Ultra Sun,97,113,109,157,127,77,680,0,0,0,3,0,0,3,255,Slow,1250000,No Eggs Discovered,NULL,120
800,Necrozma,Ultra,Legendary,7.5,230.0,Psychic,Dragon,0.0,0.0,0,Ultra Sun,97,167,97,167,97,129,754,0,1,0,1,0,1,3,255,Slow,1250000,No Eggs Discovered,NULL,120
800,Necrozma,NULL,Legendary,2.4,230.0,Psychic,NULL,0.0,0.0,0,Sun,97,107,101,127,89,79,600,0,1,0,0,2,0,3,255,Slow,1250000,No Eggs Discovered,NULL,120
801,Magearna,NULL,Mythical,1.0,80.5,Steel,Fairy,0.0,0.0,0,Sun,80,95,115,130,115,65,600,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
801,Magearna,Original Color,Mythical,1.0,80.5,Steel,Fairy,0.0,0.0,0,Sun,80,95,115,130,115,65,600,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
802,Marshadow,NULL,Mythical,0.7,22.2,Fighting,Ghost,0.0,0.0,0,Sun,90,125,80,90,90,125,600,0,2,0,0,0,1,3,3,Slow,1250000,No Eggs Discovered,NULL,120
803,Poipole,NULL,Sub-Legendary,0.6,1.8,Poison,NULL,0.0,0.0,0,Ultra Sun,67,73,67,73,67,73,420,0,0,0,0,0,1,1,45,Slow,1250000,No Eggs Discovered,NULL,120
804,Naganadel,NULL,Sub-Legendary,3.6,150.0,Poison,Dragon,0.0,0.0,0,Ultra Sun,73,73,73,127,73,121,540,0,0,0,3,0,0,3,45,Slow,1250000,No Eggs Discovered,NULL,120
805,Stakataka,NULL,Sub-Legendary,5.5,820.0,Rock,Steel,0.0,0.0,0,Ultra Sun,61,131,211,53,101,13,570,0,0,3,0,0,0,3,30,Slow,1250000,No Eggs Discovered,NULL,120
806,Blacephalon,NULL,Sub-Legendary,1.8,13.0,Fire,Ghost,0.0,0.0,0,Ultra Sun,53,127,53,151,79,107,570,0,0,0,3,0,0,3,30,Slow,1250000,No Eggs Discovered,NULL,120
807,Zeraora,NULL,Mythical,1.5,44.5,Electric,NULL,0.0,0.0,0,Ultra Sun,88,112,75,102,80,143,600,0,0,0,0,0,3,3,3,Slow,1250000,No Eggs Discovered,NULL,120
808,Meltan,NULL,Mythical,0.2,8.0,Steel,NULL,0.0,0.0,0,Pokémon GO,46,65,65,55,35,34,300,0,1,0,0,0,0,1,3,Slow,1250000,No Eggs Discovered,NULL,120
809,Melmetal,NULL,Mythical,2.5,800.0,Steel,NULL,0.0,0.0,0,Pokémon GO,135,143,143,80,65,34,600,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
810,Grookey,NULL,NULL,0.3,5.0,Grass,NULL,87.5,12.5,50,Sword,50,65,50,40,40,65,310,0,0,0,0,1,0,1,45,Medium Slow,1059860,Field,Grass,20
811,Thwackey,NULL,NULL,0.7,14.0,Grass,NULL,87.5,12.5,50,Sword,70,85,70,55,60,80,420,0,0,0,0,2,0,2,45,Medium Slow,1059860,Field,Grass,20
812,Rillaboom,NULL,NULL,2.1,90.0,Grass,NULL,87.5,12.5,50,Sword,100,125,90,60,70,85,530,0,3,0,0,0,0,3,45,Medium Slow,1059860,Field,Grass,20
813,Scorbunny,NULL,NULL,0.3,4.5,Fire,NULL,87.5,12.5,50,Sword,50,71,40,40,40,69,310,0,0,0,0,0,1,1,45,Medium Slow,1059860,Field,Human-Like,20
814,Raboot,NULL,NULL,0.6,9.0,Fire,NULL,87.5,12.5,50,Sword,65,86,50,55,60,94,410,0,0,0,0,0,2,2,45,Medium Slow,1059860,Field,Human-Like,20
815,Cinderace,NULL,NULL,1.4,33.0,Fire,NULL,87.5,12.5,50,Sword,80,116,75,65,75,119,530,0,0,0,0,0,3,3,45,Medium Slow,1059860,Field,Human-Like,20
816,Sobble,NULL,NULL,0.3,4.0,Water,NULL,87.5,12.5,50,Sword,50,40,40,70,40,70,310,0,0,0,0,1,1,2,45,Medium Slow,1059860,Water 1,Field,20
817,Drizzile,NULL,NULL,0.7,11.5,Water,NULL,87.5,12.5,50,Sword,65,60,55,95,55,90,420,0,0,0,2,0,0,2,45,Medium Slow,1059860,Water 1,Field,20
818,Inteleon,NULL,NULL,1.9,45.2,Water,NULL,87.5,12.5,50,Sword,70,85,65,125,65,120,530,0,0,0,0,0,3,3,45,Medium Slow,1059860,Water 1,Field,20
819,Skwovet,NULL,NULL,0.3,2.5,Normal,NULL,50.0,50.0,50,Sword,70,55,55,35,35,25,275,1,0,0,0,0,0,1,255,Medium Fast,1000000,Field,NULL,20
820,Greedent,NULL,NULL,0.6,6.0,Normal,NULL,50.0,50.0,50,Sword,120,95,95,55,75,20,460,2,0,0,0,0,0,2,90,Medium Fast,1000000,Field,NULL,20
821,Rookidee,NULL,NULL,0.2,1.8,Flying,NULL,50.0,50.0,50,Sword,38,47,35,33,35,57,245,0,0,0,0,0,1,1,255,Medium Slow,1059860,Flying,NULL,15
822,Corvisquire,NULL,NULL,0.8,16.0,Flying,NULL,50.0,50.0,50,Sword,68,67,55,43,55,77,365,0,0,0,0,0,2,2,120,Medium Slow,1059860,Flying,NULL,15
823,Corviknight,NULL,NULL,2.2,75.0,Flying,Steel,50.0,50.0,50,Sword,98,87,105,53,85,67,495,0,0,3,0,0,0,3,45,Medium Slow,1059860,Flying,NULL,15
824,Blipbug,NULL,NULL,0.4,8.0,Bug,NULL,50.0,50.0,50,Sword,25,20,20,25,45,45,180,0,0,0,0,1,0,1,255,Medium Fast,1000000,Bug,NULL,15
825,Dottler,NULL,NULL,0.4,19.5,Bug,Psychic,50.0,50.0,50,Sword,50,35,80,50,90,30,335,0,0,0,0,2,0,2,120,Medium Fast,1000000,Bug,NULL,15
826,Orbeetle,NULL,NULL,0.4,40.8,Bug,Psychic,50.0,50.0,50,Sword,60,45,110,80,120,90,505,0,0,0,0,3,0,3,45,Medium Fast,1000000,Bug,NULL,15
827,Nickit,NULL,NULL,0.6,8.9,Dark,NULL,50.0,50.0,50,Sword,40,28,28,47,52,50,245,0,0,0,0,1,0,1,255,Fast,800000,Field,NULL,15
828,Thievul,NULL,NULL,1.2,19.9,Dark,NULL,50.0,50.0,50,Sword,70,58,58,87,92,90,455,0,0,0,0,2,0,2,127,Fast,800000,Field,NULL,15
829,Gossifleur,NULL,NULL,0.4,2.2,Grass,NULL,50.0,50.0,50,Sword,40,40,60,40,60,10,250,0,0,0,0,1,0,1,190,Medium Fast,1000000,Grass,NULL,20
830,Eldegoss,NULL,NULL,0.5,2.5,Grass,NULL,50.0,50.0,50,Sword,60,50,90,80,120,60,460,0,0,0,0,2,0,2,75,Medium Fast,1000000,Grass,NULL,20
831,Wooloo,NULL,NULL,0.6,6.0,Normal,NULL,50.0,50.0,50,Sword,42,40,55,40,45,48,270,0,0,1,0,0,0,1,255,Medium Fast,1000000,Field,NULL,15
832,Dubwool,NULL,NULL,1.3,43.0,Normal,NULL,50.0,50.0,50,Sword,72,80,100,60,90,88,490,0,0,2,0,0,0,2,127,Medium Fast,1000000,Field,NULL,15
833,Chewtle,NULL,NULL,0.3,8.5,Water,NULL,50.0,50.0,50,Sword,50,64,50,38,38,44,284,0,1,0,0,0,0,1,255,Medium Fast,1000000,Monster,Water 1,20
834,Drednaw,NULL,NULL,1.0,115.5,Water,Rock,50.0,50.0,50,Sword,90,115,90,48,68,74,485,0,2,0,0,0,0,2,75,Medium Fast,1000000,Monster,Water 1,20
835,Yamper,NULL,NULL,0.3,13.5,Electric,NULL,50.0,50.0,50,Sword,59,45,50,40,50,26,270,1,0,0,0,0,0,1,255,Fast,800000,Field,NULL,20
836,Boltund,NULL,NULL,1.0,34.0,Electric,NULL,50.0,50.0,50,Sword,69,90,60,90,60,121,490,0,0,0,0,0,2,2,45,Fast,800000,Field,NULL,20
837,Rolycoly,NULL,NULL,0.3,12.0,Rock,NULL,50.0,50.0,50,Sword,30,40,50,40,50,30,240,0,0,1,0,0,0,1,255,Medium Slow,1059860,Mineral,NULL,15
838,Carkol,NULL,NULL,1.1,78.0,Rock,Fire,50.0,50.0,50,Sword,80,60,90,60,70,50,410,0,0,2,0,0,0,2,120,Medium Slow,1059860,Mineral,NULL,15
839,Coalossal,NULL,NULL,2.8,310.5,Rock,Fire,50.0,50.0,50,Sword,110,80,120,80,90,30,510,0,0,3,0,0,0,3,45,Medium Slow,1059860,Mineral,NULL,15
840,Applin,NULL,NULL,0.2,0.5,Grass,Dragon,50.0,50.0,50,Sword,40,40,80,40,40,20,260,0,0,1,0,0,0,1,255,Erratic,600000,Grass,Dragon,20
841,Flapple,NULL,NULL,0.3,1.0,Grass,Dragon,50.0,50.0,50,Sword,70,110,80,95,60,70,485,0,2,0,0,0,0,2,45,Erratic,600000,Grass,Dragon,20
842,Appletun,NULL,NULL,0.4,13.0,Grass,Dragon,50.0,50.0,50,Sword,110,85,80,100,80,30,485,2,0,0,0,0,0,2,45,Erratic,600000,Grass,Dragon,20
843,Silicobra,NULL,NULL,2.2,7.6,Ground,NULL,50.0,50.0,50,Sword,52,57,75,35,50,46,315,0,0,1,0,0,0,1,255,Medium Fast,1000000,Field,Dragon,20
844,Sandaconda,NULL,NULL,3.8,65.5,Ground,NULL,50.0,50.0,50,Sword,72,107,125,65,70,71,510,0,0,2,0,0,0,2,120,Medium Fast,1000000,Field,Dragon,20
845,Cramorant,NULL,NULL,0.8,18.0,Flying,Water,50.0,50.0,50,Sword,70,85,55,85,95,85,475,0,0,0,0,2,0,2,45,Medium Fast,1000000,Water 1,Flying,20
846,Arrokuda,NULL,NULL,0.5,1.0,Water,NULL,50.0,50.0,50,Sword,41,63,40,40,30,66,280,0,0,0,0,0,1,1,255,Slow,1250000,Water 2,NULL,20
847,Barraskewda,NULL,NULL,1.3,30.0,Water,NULL,50.0,50.0,50,Sword,61,123,60,60,50,136,490,0,0,0,0,0,2,2,60,Slow,1250000,Water 2,NULL,20
848,Toxel,NULL,NULL,0.4,11.0,Electric,Poison,50.0,50.0,50,Sword,40,38,35,54,35,40,242,0,0,0,1,0,0,1,75,Medium Slow,1059860,No Eggs Discovered,NULL,25
849,Toxtricity,NULL,NULL,1.6,40.0,Electric,Poison,50.0,50.0,50,Sword,75,98,70,114,70,75,502,0,0,0,2,0,0,2,45,Medium Slow,1059860,Human-Like,NULL,25
849,Toxtricity,Low Key,NULL,1.6,40.0,Electric,Poison,50.0,50.0,50,Sword,75,98,70,114,70,75,502,0,0,0,2,0,0,2,45,Medium Slow,1059860,Human-Like,NULL,25
849,Toxtricity,Low Key Gigantamax,NULL,24.0,0.0,Electric,Poison,50.0,50.0,50,Sword,75,98,70,114,70,75,502,0,0,0,2,0,0,2,45,Medium Slow,1059860,Human-Like,NULL,25
850,Sizzlipede,NULL,NULL,0.7,1.0,Fire,Bug,50.0,50.0,50,Sword,50,65,45,50,50,45,305,0,1,0,0,0,0,1,190,Medium Fast,1000000,Bug,NULL,20
851,Centiskorch,NULL,NULL,3.0,120.0,Fire,Bug,50.0,50.0,50,Sword,100,115,65,90,90,65,525,0,2,0,0,0,0,2,75,Medium Fast,1000000,Bug,NULL,20
852,Clobbopus,NULL,NULL,0.6,4.0,Fighting,NULL,50.0,50.0,50,Sword,50,68,60,50,50,32,310,0,1,0,0,0,0,1,180,Medium Slow,1059860,Water 1,Human-Like,25
853,Grapploct,NULL,NULL,1.6,39.0,Fighting,NULL,50.0,50.0,50,Sword,80,118,90,70,80,42,480,0,2,0,0,0,0,2,45,Medium Slow,1059860,Water 1,Human-Like,25
854,Sinistea,NULL,NULL,0.1,0.2,Ghost,NULL,0.0,0.0,50,Sword,40,45,45,74,54,50,308,0,0,0,1,0,0,1,120,Medium Fast,1000000,Mineral,Amorphous,20
854,Sinistea,Antique,NULL,0.1,0.2,Ghost,NULL,0.0,0.0,50,Sword,40,45,45,74,54,50,308,0,0,0,1,0,0,1,120,Medium Fast,1000000,Mineral,Amorphous,20
855,Polteageist,Antique,NULL,0.2,0.4,Ghost,NULL,0.0,0.0,50,Sword,60,65,65,134,114,70,508,0,0,0,2,0,0,2,60,Medium Fast,1000000,Mineral,Amorphous,20
855,Polteageist,NULL,NULL,0.2,0.4,Ghost,NULL,0.0,0.0,50,Sword,60,65,65,134,114,70,508,0,0,0,2,0,0,2,60,Medium Fast,1000000,Mineral,Amorphous,20
856,Hatenna,NULL,NULL,0.4,3.4,Psychic,NULL,0.0,100.0,50,Sword,42,30,45,56,53,39,265,0,0,0,1,0,0,1,235,Slow,1250000,Fairy,NULL,20
857,Hattrem,NULL,NULL,0.6,4.8,Psychic,NULL,0.0,100.0,50,Sword,57,40,65,86,73,49,370,0,0,0,2,0,0,2,120,Slow,1250000,Fairy,NULL,20
858,Hatterene,NULL,NULL,2.1,5.1,Psychic,Fairy,0.0,100.0,50,Sword,57,90,95,136,103,29,510,0,0,0,3,0,0,3,45,Slow,1250000,Fairy,NULL,20
859,Impidimp,NULL,NULL,0.4,5.5,Dark,Fairy,100.0,0.0,50,Sword,45,45,30,55,40,50,265,0,0,0,1,0,0,1,255,Medium Fast,1000000,Fairy,Human-Like,20
860,Morgrem,NULL,NULL,0.8,12.5,Dark,Fairy,100.0,0.0,50,Sword,65,60,45,75,55,70,370,0,0,0,2,0,0,2,120,Medium Fast,1000000,Fairy,Human-Like,20
861,Grimmsnarl,NULL,NULL,1.5,61.0,Dark,Fairy,100.0,0.0,50,Sword,95,120,65,95,75,60,510,0,3,0,0,0,0,3,45,Medium Fast,1000000,Fairy,Human-Like,20
862,Obstagoon,NULL,NULL,1.6,46.0,Dark,Normal,50.0,50.0,50,Sword,93,90,101,60,81,95,520,0,0,3,0,0,0,3,45,Medium Fast,1000000,Field,NULL,15
863,Perrserker,NULL,NULL,0.8,28.0,Steel,NULL,50.0,50.0,50,Sword,70,110,100,50,60,50,440,0,2,0,0,0,0,2,90,Medium Fast,1000000,Field,NULL,20
864,Cursola,NULL,NULL,1.0,0.4,Ghost,NULL,25.0,75.0,50,Sword,60,95,50,145,130,30,510,0,0,0,2,0,0,2,30,Fast,800000,Water 1,Water 3,20
865,Sirfetch'd,NULL,NULL,0.8,117.0,Fighting,NULL,50.0,50.0,50,Sword,62,135,95,68,82,65,507,0,2,0,0,0,0,2,45,Medium Fast,1000000,Flying,Field,20
866,Mr. Rime,NULL,NULL,1.5,58.2,Ice,Psychic,50.0,50.0,50,Sword,80,85,75,110,100,70,520,0,0,0,3,0,0,3,45,Medium Fast,1000000,Human-Like,NULL,25
867,Runerigus,NULL,NULL,1.6,66.6,Ground,Ghost,50.0,50.0,50,Sword,58,95,145,50,105,30,483,0,0,2,0,0,0,2,90,Medium Fast,1000000,Mineral,Amorphous,25
868,Milcery,NULL,NULL,0.2,0.3,Fairy,NULL,0.0,100.0,50,Sword,45,40,40,50,61,34,270,0,0,0,0,1,0,1,200,Medium Fast,1000000,Fairy,Amorphous,20
869,Alcremie,NULL,NULL,0.3,0.5,Fairy,NULL,0.0,100.0,50,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,Medium Fast,1000000,Fairy,Amorphous,20
869,Alcremie,Ruby Cream,NULL,0.3,0.5,Fairy,NULL,0.0,100.0,50,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,Medium Fast,1000000,Fairy,Amorphous,20
869,Alcremie,Matcha Cream,NULL,0.3,0.5,Fairy,NULL,0.0,100.0,50,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,Medium Fast,1000000,Fairy,Amorphous,20
869,Alcremie,Mint Cream,NULL,0.3,0.5,Fairy,NULL,0.0,100.0,50,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,Medium Fast,1000000,Fairy,Amorphous,20
869,Alcremie,Lemon Cream,NULL,0.3,0.5,Fairy,NULL,0.0,100.0,50,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,Medium Fast,1000000,Fairy,Amorphous,20
869,Alcremie,Salted Cream,NULL,0.3,0.5,Fairy,NULL,0.0,100.0,50,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,Medium Fast,1000000,Fairy,Amorphous,20
869,Alcremie,Ruby Swirl,NULL,0.3,0.5,Fairy,NULL,0.0,100.0,50,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,Medium Fast,1000000,Fairy,Amorphous,20
869,Alcremie,Caramel Swirl,NULL,0.3,0.5,Fairy,NULL,0.0,100.0,50,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,Medium Fast,1000000,Fairy,Amorphous,20
869,Alcremie,Rainbow Swirl,NULL,0.3,0.5,Fairy,NULL,0.0,100.0,50,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,Medium Fast,1000000,Fairy,Amorphous,20
870,Falinks,NULL,NULL,3.0,62.0,Fighting,NULL,0.0,0.0,50,Sword,60,100,100,70,60,75,465,0,2,0,0,1,0,3,45,Medium Fast,1000000,Fairy,Mineral,25
871,Pincurchin,NULL,NULL,0.3,1.0,Electric,NULL,50.0,50.0,50,Sword,48,101,95,91,85,15,435,0,2,0,0,0,0,2,75,Medium Fast,1000000,Water 1,Amorphous,20
